sampleId	analysising	hasAnalysis	fristAudit	secondAudit	terminate
7055	0	0	0	6	0
7064	0	0	0	6	0
7065	0	0	0	6	0
7066	0	0	0	6	0
7067	0	0	0	6	0
7069	0	0	0	6	0
72A	0	0	0	31	0
72B	0	0	0	84	0
73B	0	0	0	45	0
8002	0	0	0	6	0
8003	0	0	0	6	0
8004	0	0	0	6	0
8005	0	0	0	8	0
8008	0	0	0	6	0
8009	0	0	0	8	0
8010	0	0	0	8	0
8011	0	0	0	6	0
8012	0	0	0	8	0
8013	0	0	0	6	0
8014	0	0	0	6	0
8015	0	0	0	6	0
8016	0	0	0	6	0
8017	0	0	0	6	0
8019	0	0	0	6	0
8020	0	0	0	12	0
8021	0	0	0	6	0
8022	0	0	0	6	0
8023	0	0	0	6	0
8024	0	0	0	6	0
8025	0	0	0	6	0
8027	0	0	0	6	0
8028	0	0	0	6	0
8030	0	0	0	8	0
8031	0	0	0	7	0
8034	0	0	0	6	0
8035	0	0	0	6	0
8036	0	0	0	6	0
8037	0	0	0	6	0
80A	0	0	0	29	0
80B	0	0	0	42	0
9001	0	0	0	8	0
9002	0	0	0	6	0
9003	0	0	0	6	0
9004	0	0	0	6	0
9005	0	0	0	6	0
9007	0	0	0	8	0
9008	0	0	0	6	0
9009	0	0	0	6	0
9010	0	0	0	6	0
9011	0	0	0	6	0
9012	0	0	0	6	0
9013	0	0	0	8	0
9014	0	0	0	6	0
9015	0	0	0	8	0
9016	0	0	0	6	0
9017	0	0	0	6	0
9018	0	0	0	12	0
9019	0	0	0	6	0
9020	0	0	0	6	0
90A	0	0	0	29	0
90B	0	0	0	82	0
A001	0	0	0	6	0
A002	0	0	0	6	0
A003	0	0	0	6	0
A004	0	0	0	8	0
A005	0	0	0	8	0
A006	0	0	0	6	0
A007	0	0	0	6	0
A008	0	0	0	12	0
A010	0	0	0	6	0
A011	0	0	0	8	0
A012	0	0	0	6	0
A013	0	0	0	6	0
A014	0	0	0	6	0
A015	0	0	0	8	0
A016	0	0	0	8	0
A017	0	0	0	6	0
A018	0	0	0	6	0
A019	0	0	0	6	0
A020	0	0	0	6	0
A021	0	0	0	6	0
A023	0	0	0	8	0
A024	0	0	0	6	0
A025	0	0	0	12	0
A026	0	0	0	6	0
A027	0	0	0	6	0
A028	0	0	0	6	0
A030	0	0	0	8	0
A031	0	0	0	8	0
A034	0	0	0	6	0
A035	0	0	0	12	0
A036	0	0	0	6	0
A037	0	0	0	6	0
A038	0	0	0	6	0
A039	0	0	0	6	0
A0A	0	0	0	29	0
A0B	0	0	0	82	0
B001	0	0	0	6	0
B002	0	0	0	6	0
B003	0	0	0	6	0
B004	0	0	0	6	0
B005	0	0	0	6	0
B006	0	0	0	6	0
B007	0	0	0	6	0
B008	0	0	0	8	0
B009	0	0	0	6	0
B010	0	0	0	6	0
B011	0	0	0	6	0
B012	0	0	0	8	0
B013	0	0	0	6	0
B014	0	0	0	6	0
B015	0	0	0	12	0
B016	0	0	0	6	0
B017	0	0	0	6	0
B018	0	0	0	8	0
B019	0	0	0	6	0
B020	0	0	0	8	0
B021	0	0	0	8	0
B024	0	0	0	6	0
B025	0	0	0	8	0
B026	0	0	0	6	0
B027	0	0	0	6	0
B028	0	0	0	6	0
B029	0	0	0	6	0
B030	0	0	0	6	0
B031	0	0	0	8	0
B032	0	0	0	12	0
B034	0	0	0	6	0
B035	0	0	0	6	0
B036	0	0	0	6	0
B037	0	0	0	8	0
B0A	0	0	0	29	0
B0B	0	0	0	44	0
D001	0	0	0	8	0
D002	0	0	0	6	0
D003	0	0	0	6	0
D004	0	0	0	8	0
D005	0	0	0	6	0
D006	0	0	0	6	0
D007	0	0	0	6	0
D008	0	0	0	6	0
D009	0	0	0	6	0
D010	0	0	0	8	0
D011	0	0	0	6	0
D012	0	0	0	12	0
D013	0	0	0	6	0
D014	0	0	0	6	0
D015	0	0	0	6	0
D016	0	0	0	6	0
D017	0	0	0	6	0
D019	0	0	0	6	0
D020	0	0	0	8	0
D0A	0	0	0	29	0
D0B	0	0	0	42	0
E001	0	0	0	8	0
E003	0	0	0	7	0
E004	0	0	0	7	0
E005	0	0	0	7	0
E006	0	0	0	7	0
E007	0	0	0	7	0
E008	0	0	0	14	0
E009	0	0	0	7	0
E010	0	0	0	7	0
E0A	0	0	0	29	0
E0B	0	0	0	82	0
F001	0	0	0	8	0
F002	0	0	0	12	0
F003	0	0	0	8	0
F004	0	0	0	8	0
F005	0	0	0	8	0
F006	0	0	0	8	0
F007	0	0	0	8	0
F008	0	0	0	8	0
F009	0	0	0	8	0
F010	0	0	0	8	0
F011	0	0	0	8	0
F0A	0	0	0	29	0
F0B	0	0	0	82	0
NH01A	0	0	0	29	0
NH01B	0	0	0	80	0
NH01G01	0	0	0	7	0
NH01G06	0	0	0	7	0
NH01G08	0	0	0	7	0
NH02A	0	0	0	29	0
NH02B	0	0	0	80	0
NH02G04	0	0	0	7	0
NH02G06	0	0	0	7	0
NH02G08	0	0	0	7	0
PD01A	0	0	0	29	0
PD01B	0	0	0	80	0
PD01G01	0	0	0	7	0
PD01G04	0	0	0	7	0
PD01G16	0	0	0	7	0
PD01G17	0	0	0	7	0
PD01G18	0	0	0	7	0
Q1Y	0	0	0	32	0
Q2Y	0	0	0	32	0
S1Y	0	0	0	29	0
S2Y	0	0	0	29	0
SJ01A	0	0	0	29	0
SJ01B	0	0	0	82	0
SJ01G04	0	0	0	7	0
SJ01G07	0	0	0	7	0
SJ01G09	0	0	0	7	0
SJ02B	0	0	0	82	0
SJ02G07	0	0	0	7	0
SJ02G14	0	0	0	7	0
SJ02G15	0	0	0	7	0
SJ03B	0	0	0	82	0
SJ03G43	0	0	0	7	0
SJ03G44	0	0	0	7	0
SJ03G53	0	0	0	7	0
SJ04A	0	0	0	29	0
SJ04B	0	0	0	82	0
SJ04G06	0	0	0	7	0
SJ04G08	0	0	0	7	0
SJ04G09	0	0	0	7	0
T1H	0	0	0	117	0
X1H	0	0	0	31	0
X1Y	0	0	0	106	0
X2H	0	0	0	30	0
XH01A	0	0	0	29	0
XH01B	0	0	0	82	0
XH01G01	0	0	0	7	0
XH01G02	0	0	0	7	0
XH01G06	0	0	0	7	0
Y2Y	0	0	0	29	0
Y3Y	0	0	0	29	0
Y4Y	0	0	0	29	0
Z1H	0	0	0	117	0
ZF01G01	0	0	0	7	0
ZF01G02	0	0	0	7	0
ZF01G03	0	0	0	7	0
